region,ownd,inc,sex,wlth,donr,RANGE_gifa,RANGE_gifdol,RANGE_gifl,RANGE_gifr,RANGE_hv,RANGE_incavg,RANGE_incmed,RANGE_kids,RANGE_lag,RANGE_low,RANGE_mdon,RANGE_npro,_WARN_,U_donr,b_donr,EM_SEGMENT,EM_EVENTPROBABILITY,EM_PROBABILITY,EM_CLASSIFICATION
ter3,1,4,1,5,,0.187197035,0.113333333,0.023474178,0.058139535,0.433990895,0.274725275,0.300353357,0.8,0.121212121,0,0.428571429,0.770186335,,0,14,14,0.102304,0.897696,0
ter1,1,5,1,8,,0.127744511,0.024102564,0.010954617,0.034883721,0.092564492,0.087912088,0.06360424,0.8,0.212121212,0.310344828,0.342857143,0.180124224,,0,16,16,0.010216127,0.989783873,0
ter2,1,5,1,7,,0.102794411,0.031794872,0.014084507,0.040697674,0.397572079,0.212454212,0.169611307,0.8,0.212121212,0.045977011,0.342857143,0.260869565,,0,13,13,0.189407632,0.810592368,0
ter2,1,2,1,8,,0.090105503,0.026666667,0.018779343,0.040697674,0.054628225,0.043956044,0.06360424,0.4,0.272727273,0.436781609,0.4,0.372670807,,0,14,14,0.110948942,0.889051058,0
ter5,1,4,1,8,,0.208867978,0.088205128,0.062597809,0.110465116,0.077389985,0.091575092,0.035335689,0,0.272727273,0.379310345,0.485714286,0.472049689,,1,5,5,0.943053904,0.943053904,1
ter5,0,6,1,8,,0.146706587,0.067692308,0.026604069,0.139534884,0.207890744,0.161172161,0.070671378,0,0.181818182,0.252873563,0.371428571,0.49689441,,0,13,13,0.151323143,0.848676857,0
ter2,1,4,1,0,,0.071000855,0.055384615,0.010954617,0.034883721,0.186646434,0.186813187,0.098939929,0.6,0.090909091,0.149425287,0.771428571,0.552795031,,0,15,15,0.05329469,0.94670531,0
ter2,1,5,0,3,,0.116909039,0.018461538,0.037558685,0.087209302,0.192716237,0.142857143,0.159010601,0,0.060606061,0.057471264,0.342857143,0.291925466,,1,4,4,0.973912178,0.973912178,1
ter5,1,5,1,9,,0.090675791,0.051794872,0.020344288,0.081395349,0.227617602,0.142857143,0.148409894,0.2,0.212121212,0.114942529,0.371428571,0.49068323,,0,12,12,0.380360438,0.619639562,0
ter1,1,5,1,5,,0.185058455,0.033333333,0.034428795,0.104651163,0.176024279,0.120879121,0.088339223,0.4,0.272727273,0.275862069,0.342857143,0.304347826,,0,14,14,0.056321077,0.943678923,0
ter1,1,4,1,9,,0.355289421,0.034871795,0.057902973,0.104651163,0.04400607,0.091575092,0.123674912,0.8,0.090909091,0.183908046,0.4,0.298136646,,0,13,13,0.178675516,0.821324484,0
ter3,1,1,1,9,,0.025520388,0.004615385,0.004694836,0.01744186,0.113808801,0.120879121,0.091872792,0.4,0.181818182,0.103448276,0.485714286,0.099378882,,0,19,19,0.000596773,0.999403227,0
ter2,0,5,0,9,,0.249215854,0.066666667,0.236306729,0.319767442,0.192716237,0.087912088,0.091872792,0.6,0.424242424,0.195402299,0.257142857,0.540372671,,0,18,18,0.001762554,0.998237446,0
ter2,1,3,1,1,,0.156401483,0.044102564,0.020344288,0.104651163,0.179059181,0.175824176,0.151943463,0.4,0.303030303,0.114942529,0.371428571,0.378881988,,0,16,16,0.013733287,0.986266713,0
ter4,0,4,1,8,,0.094097519,0.036410256,0.028169014,0.093023256,0.098634294,0.062271062,0.09540636,0,0.090909091,0.310344828,0.285714286,0.322981366,,0,12,12,0.358192803,0.641807197,0
ter3,1,4,1,7,,0.230681494,0.019487179,0.064162754,0.075581395,0.279210926,0.161172161,0.130742049,0.6,0.090909091,0.011494253,0.285714286,0.149068323,,0,13,13,0.138212936,0.861787064,0
ter5,1,2,1,0,,0.036498432,0.016410256,0.001564945,0.011627907,0.22306525,0.131868132,0.16254417,0.2,0.090909091,0.045977011,0.342857143,0.223602484,,0,17,17,0.004547119,0.995452881,0
ter5,0,4,1,9,,0.127174223,0.025128205,0.010954617,0.040697674,0.084977238,0.080586081,0.113074205,0,0.060606061,0.229885057,0.228571429,0.217391304,,0,12,12,0.248773199,0.751226801,0
ter1,0,2,1,8,,0.013972056,0.069230769,0.001564945,0.005813953,0.163884674,0.15018315,0.109540636,0.8,0.818181818,0.126436782,0.514285714,0.534161491,,0,20,20,4.69883E-06,0.999995301,0
ter4,1,4,1,8,,0.203877958,0.044102564,0.025039124,0.11627907,0.124430956,0.073260073,0.084805654,0.6,0.515151515,0.172413793,0.342857143,0.534161491,,0,16,16,0.012121475,0.987878525,0
ter5,1,4,1,8,,0.052894212,0.035897436,0.00312989,0.01744186,0.182094082,0.194139194,0.208480565,0,0.090909091,0.011494253,0.342857143,0.335403727,,1,3,3,0.983665966,0.983665966,1
ter5,1,6,0,9,,0.030225264,0.050769231,0.009389671,0.023255814,0.147192716,0.117216117,0.088339223,0.6,0.060606061,0.195402299,0.514285714,0.565217391,,0,17,17,0.002769658,0.997230342,0
ter4,1,2,1,8,,0.112489307,0.028717949,0.048513302,0.104651163,0.191198786,0.10989011,0.084805654,0.6,0.090909091,0.114942529,0.485714286,0.298136646,,0,18,18,0.001500494,0.998499506,0
ter2,1,4,1,8,,0.113629883,0.011794872,0.018779343,0.058139535,0.620637329,0.307692308,0.22614841,1,0.333333333,0,0.342857143,0.223602484,,0,12,12,0.295334374,0.704665626,0
ter2,0,5,1,9,,0.239948674,0.058974359,0.029733959,0.226744186,0.227617602,0.252747253,0.144876325,0.4,0.121212121,0.126436782,0.285714286,0.378881988,,0,13,13,0.126555568,0.873444432,0
ter4,0,1,1,8,,0.076276019,0.033846154,0.021909233,0.040697674,0.106221548,0.095238095,0.127208481,0.4,0.181818182,0.413793103,0.314285714,0.385093168,,0,20,20,2.12546E-05,0.999978745,0
ter4,1,4,1,6,,0.20188195,0.033333333,0.018779343,0.104651163,0.344461305,0.194139194,0.081272085,0,0.03030303,0.137931034,0.342857143,0.254658385,,1,3,3,0.981542664,0.981542664,1
ter2,1,2,0,9,,0.115340747,0.190769231,0.025039124,0.052325581,0.195751138,0.15018315,0.180212014,0.6,0.090909091,0.08045977,0.228571429,0.739130435,,1,9,9,0.736258652,0.736258652,1
ter4,1,5,1,9,,0.194610778,0.023076923,0.039123631,0.098837209,0.072837633,0.080586081,0.060070671,0.8,0.090909091,0.252873563,0.428571429,0.236024845,,0,18,18,0.002036365,0.997963635,0
ter1,1,4,1,6,,0.159252923,0.022564103,0.021909233,0.180232558,0.247344461,0.179487179,0.070671378,0.4,0.121212121,0.229885057,0.314285714,0.291925466,,1,10,10,0.612080985,0.612080985,1
ter3,1,2,1,5,,0.063444539,0.053846154,0.006259781,0.040697674,0.212443096,0.146520147,0.102473498,0.4,0.212121212,0.08045977,0.285714286,0.540372671,,0,17,17,0.003998615,0.996001385,0
ter1,1,5,1,8,,0.363701169,0.04974359,0.061032864,0.145348837,0.207890744,0.161172161,0.091872792,0.4,0.272727273,0.149425287,0.485714286,0.403726708,,0,13,13,0.166255583,0.833744417,0
ter5,1,5,0,2,,0.075990875,0.003076923,0.009389671,0.023255814,0.15477997,0.098901099,0.130742049,0.4,0.333333333,0.206896552,0.2,0.043478261,,0,17,17,0.002870926,0.997129074,0
ter1,1,2,0,9,,0.020387796,0.088717949,0.00312989,0.023255814,0.176024279,0.175824176,0.159010601,0.8,0.363636364,0.08045977,0.085714286,0.571428571,,0,17,17,0.007022829,0.992977171,0
ter4,1,4,0,8,,0.082691759,0.081538462,0.015649452,0.040697674,0.264036419,0.227106227,0.169611307,0.4,0.060606061,0.011494253,0.342857143,0.47826087,,1,8,8,0.802210834,0.802210834,1
ter1,1,7,1,6,,0.042914172,0.015897436,0.009389671,0.034883721,0.764795144,0.743589744,0.752650177,0.4,0.090909091,0,0.171428571,0.217391304,,0,11,11,0.41228255,0.58771745,0
ter2,1,1,1,8,,0.081978899,0.028717949,0.014084507,0.052325581,0.391502276,0.256410256,0.123674912,0.6,0.060606061,0.08045977,0.371428571,0.198757764,,0,15,15,0.034925221,0.965074779,0
ter1,1,7,1,9,,0.264185914,0.010769231,0.028169014,0.168604651,0.153262519,0.241758242,0.268551237,0.6,0.090909091,0.08045977,0.085714286,0.049689441,,0,15,15,0.026040468,0.973959532,0
ter5,1,5,1,4,,0.243512974,0.020512821,0.054773083,0.180232558,0.242792109,0.153846154,0.06360424,0.6,0.090909091,0.298850575,0.4,0.229813665,,0,18,18,0.000958439,0.999041561,0
ter4,0,5,0,4,,0.035215284,0.131282051,0.018779343,0.052325581,0.075872534,0.095238095,0.053003534,0.2,0.151515152,0.344827586,0.428571429,0.788819876,,0,18,18,0.00099106,0.99900894,0
ter4,1,4,0,9,,0.219846022,0.070769231,0.100156495,0.13372093,0.197268589,0.208791209,0.236749117,0.6,0.181818182,0.08045977,0.342857143,0.50310559,,0,12,12,0.242637557,0.757362443,0
ter3,0,2,1,9,,0.043769604,0.045641026,0.004694836,0.01744186,0.345978756,0.208791209,0.190812721,0.6,0.121212121,0.034482759,0.257142857,0.397515528,,0,20,20,2.62936E-05,0.999973706,0
ter2,1,2,0,9,,0.207299686,0.091282051,0.056338028,0.093023256,0.320182094,0.304029304,0.325088339,0.4,0.121212121,0,0.285714286,0.49068323,,1,7,7,0.906373883,0.906373883,1
ter2,0,5,1,8,,0.237810094,0.026153846,0.075117371,0.313953488,0.309559939,0.227106227,0.222614841,0.2,0.242424242,0.022988506,0.485714286,0.285714286,,0,14,14,0.103060584,0.896939416,0
ter2,1,4,0,8,,0.312517821,0.088205128,0.057902973,0.296511628,0.239757208,0.157509158,0.067137809,0.4,0.424242424,0.172413793,0.457142857,0.583850932,,1,8,8,0.846899069,0.846899069,1
ter3,1,4,1,8,,0.294268606,0.015384615,0.053208138,0.127906977,0.698027314,0.710622711,0.392226148,0.2,0.121212121,0,0.457142857,0.155279503,,1,5,5,0.942691036,0.942691036,1
ter5,0,4,1,9,,0.099230111,0.021538462,0.017214397,0.034883721,0.347496206,0.183150183,0.113074205,0.4,0.121212121,0.16091954,0.2,0.118012422,,0,17,17,0.004588577,0.995411423,0
ter3,0,2,0,9,,0.227687482,0.024102564,0.106416275,0.168604651,0.098634294,0.076923077,0.070671378,0.2,0.090909091,0.356321839,0.257142857,0.149068323,,0,19,19,0.000248842,0.999751158,0
ter5,0,3,0,8,,0.185771315,0.012307692,0.06885759,0.145348837,0.268588771,0.15018315,0.067137809,0.6,0.090909091,0.264367816,0.2,0.118012422,,0,20,20,5.39274E-05,0.999946073,0
ter5,1,2,0,9,,0.120615911,0.016410256,0.007824726,0.034883721,0.078907436,0.076923077,0.060070671,0.4,0.151515152,0.333333333,0.4,0.248447205,,0,17,17,0.003993278,0.996006722,0
ter5,1,2,1,6,,0.131736527,0.080512821,0.020344288,0.069767442,0.180576631,0.183150183,0.077738516,0.8,0.151515152,0.091954023,0.371428571,0.472049689,,0,19,19,0.000653739,0.999346261,0
ter5,1,4,0,8,,0.314656401,0.061025641,0.082942097,0.139534884,0.192716237,0.139194139,0.169611307,0.6,0.666666667,0.137931034,0.2,0.49689441,,0,15,15,0.021640681,0.978359319,0
ter4,1,2,1,7,,0.170516111,0.033846154,0.034428795,0.13372093,0.103186646,0.084249084,0.024734982,0.6,0.090909091,0.574712644,0.285714286,0.260869565,,0,18,18,0.001357754,0.998642246,0
ter1,1,5,1,8,,0.076703735,0.013846154,0.012519562,0.069767442,0.239757208,0.304029304,0.328621908,0.6,0.151515152,0.034482759,0.371428571,0.118012422,,0,12,12,0.237113053,0.762886947,0
ter5,1,4,1,9,,0.072854291,0.059487179,0.012519562,0.063953488,0.115326252,0.102564103,0.106007067,0.6,0.121212121,0.114942529,0.428571429,0.422360248,,0,13,13,0.154657244,0.845342756,0
ter5,0,7,1,9,,0.29597947,0.077435897,0.156494523,0.197674419,0.186646434,0.157509158,0.116607774,0.2,0.121212121,0.08045977,0.171428571,0.50310559,,0,15,15,0.042728982,0.957271018,0
ter5,1,4,1,2,,0.161534075,0.082564103,0.020344288,0.040697674,0.115326252,0.10989011,0.141342756,0.2,0.212121212,0.114942529,0.4,0.732919255,,0,13,13,0.202297025,0.797702975,0
ter4,1,4,1,8,,0.363416025,0.02,0.029733959,0.151162791,0.176024279,0.175824176,0.09540636,0.4,0.121212121,0.149425287,0.085714286,0.254658385,,0,13,13,0.155840961,0.844159039,0
ter4,1,4,1,2,,0.495865412,0.032307692,0.131455399,0.290697674,0.26707132,0.21978022,0.159010601,1,0.121212121,0.057471264,0.285714286,0.01863354,,0,20,20,0.000114377,0.999885623,0
ter2,1,5,1,9,,0.089535215,0.017948718,0.010954617,0.046511628,0.342943854,0.271062271,0.25795053,0.4,0.363636364,0.011494253,0.371428571,0.192546584,,1,10,10,0.637662082,0.637662082,1
ter5,1,5,0,8,,0.115768463,0.061025641,0.017214397,0.046511628,0.256449165,0.205128205,0.183745583,0.4,0.151515152,0,0.428571429,0.590062112,,0,13,13,0.228636808,0.771363192,0
ter2,1,6,1,9,,0.193755346,0.053846154,0.118935837,0.261627907,0.115326252,0.091575092,0.109540636,0.6,0.151515152,0.103448276,0.342857143,0.47826087,,0,12,12,0.248115775,0.751884225,0
ter1,1,3,1,8,,0.149985743,0.015897436,0.021909233,0.069767442,0.201820941,0.161172161,0.141342756,0.4,0.181818182,0.172413793,0.428571429,0.180124224,,0,12,12,0.281258003,0.718741997,0
ter5,1,4,0,6,,0.095095523,0.051794872,0.020344288,0.046511628,0.106221548,0.073260073,0.081272085,0.6,0.242424242,0.264367816,0.742857143,0.422360248,,0,17,17,0.004482297,0.995517703,0
ter4,1,2,0,8,,0.101511263,0.078974359,0.014084507,0.040697674,0.121396055,0.183150183,0.106007067,0.4,0.03030303,0.149425287,0.457142857,0.801242236,,0,16,16,0.01818145,0.98181855,0
ter2,1,5,1,2,,0.138009695,0.022564103,0.029733959,0.075581395,0.192716237,0.135531136,0.109540636,1,0.090909091,0.16091954,0.285714286,0.279503106,,0,18,18,0.002300425,0.997699575,0
ter4,1,3,0,9,,0.169090391,0.018974359,0.018779343,0.029069767,0.142640364,0.102564103,0.053003534,0.2,0.151515152,0.356321839,0.371428571,0.080745342,,0,13,13,0.215686173,0.784313827,0
ter1,1,2,0,8,,0.250926718,0.018974359,0.079812207,0.255813953,0.169954476,0.135531136,0.130742049,0.8,0.151515152,0.126436782,0.2,0.254658385,,0,16,16,0.008897986,0.991102014,0
ter5,0,4,1,6,,0.067008839,0.025128205,0.009389671,0.023255814,0.121396055,0.025641026,0.017667845,0.4,0.151515152,0.574712644,0.371428571,0.229813665,,0,19,19,0.00061032,0.99938968,0
ter5,1,4,0,0,,0.087681779,0.010769231,0.012519562,0.029069767,0.55538695,0.36996337,0.371024735,0.4,0.181818182,0,0.314285714,0.086956522,,0,16,16,0.020201759,0.979798241,0
ter5,1,4,0,8,,0.163815227,0.026153846,0.053208138,0.063953488,0.048558422,0.051282051,0.053003534,1,0.060606061,0.574712644,0.228571429,0.428571429,,0,17,17,0.00663839,0.99336161,0
ter4,0,6,1,8,,0.227117194,0.081538462,0.050078247,0.186046512,0.212443096,0.36996337,0.392226148,0.4,0.424242424,0.057471264,0.485714286,0.527950311,,0,19,19,0.000518604,0.999481396,0
ter3,1,2,1,9,,0.234816082,0.049230769,0.039123631,0.11627907,0.306525038,0.241758242,0.16254417,0.8,0.181818182,0,0.142857143,0.571428571,,0,17,17,0.003483989,0.996516011,0
ter2,1,6,1,3,,0.173510123,0.072307692,0.018779343,0.052325581,0.213960546,0.124542125,0.106007067,0.4,0.090909091,0.310344828,0.257142857,0.546583851,,0,14,14,0.099499339,0.900500661,0
ter4,1,5,1,9,,0.120901055,0.024102564,0.014084507,0.052325581,0.100151745,0.051282051,0.042402827,0.4,0.151515152,0.471264368,0.428571429,0.248447205,,0,15,15,0.028394035,0.971605965,0
ter1,1,1,0,3,,0.043199316,0.124102564,0.00312989,0.011627907,0.112291351,0.120879121,0.06360424,0.4,0.121212121,0.275862069,0.171428571,0.590062112,,0,18,18,0.001822911,0.998177089,0
ter3,1,4,1,8,,0.227259766,0.043076923,0.042253521,0.075581395,0.163884674,0.117216117,0.09540636,0.4,0.424242424,0.183908046,0.428571429,0.360248447,,0,14,14,0.058194007,0.941805993,0
ter3,0,4,1,3,,0.054034788,0.038461538,0.010954617,0.034883721,0.08801214,0.076923077,0.106007067,0,0.060606061,0.218390805,0.228571429,0.341614907,,0,15,15,0.025608048,0.974391952,0
ter3,1,1,1,9,,0.157542059,0.026666667,0.031298905,0.104651163,0.233687405,0.157509158,0.088339223,0.4,0.090909091,0.057471264,0.914285714,0.285714286,,0,16,16,0.008913145,0.991086855,0
ter3,1,5,1,8,,0.108925007,0.015384615,0.023474178,0.110465116,0.294385432,0.201465201,0.187279152,0.8,0.090909091,0.011494253,0.514285714,0.192546584,,0,16,16,0.009659709,0.990340291,0
ter5,1,7,1,9,,0.103079555,0.043076923,0.021909233,0.034883721,0.130500759,0.106227106,0.070671378,0.4,0.181818182,0.114942529,0.285714286,0.447204969,,0,16,16,0.020122902,0.979877098,0
ter3,0,7,0,9,,0.093242087,0.013333333,0.020344288,0.110465116,0.226100152,0.135531136,0.091872792,0,0.121212121,0.172413793,0.457142857,0.136645963,,0,15,15,0.032230051,0.967769949,0
ter3,1,5,1,5,,0.350441973,0.025128205,0.109546166,0.215116279,0.232169954,0.238095238,0.098939929,0.4,0.151515152,0.16091954,0.885714286,0.236024845,,0,16,16,0.014819299,0.985180701,0
ter3,1,5,1,8,,0.109210151,0.033333333,0.009389671,0.040697674,0.078907436,0.04029304,0.070671378,0.6,0.121212121,0.206896552,0.085714286,0.385093168,,0,16,16,0.010273122,0.989726878,0
ter2,1,2,0,8,,0.130881095,0.053846154,0.029733959,0.174418605,0.009104704,0.021978022,0.056537102,0.4,0.121212121,0.390804598,0.2,0.565217391,,1,10,10,0.583516719,0.583516719,1
ter5,1,4,1,8,,0.131308811,0.038461538,0.054773083,0.127906977,0.277693475,0.208791209,0.204946996,0.4,0.303030303,0.011494253,0.4,0.47826087,,0,12,12,0.361588379,0.638411621,0
ter5,1,2,1,8,,0.050898204,0.004102564,0.006259781,0.01744186,0.206373293,0.135531136,0.151943463,0.6,0.151515152,0.057471264,0.4,0.031055901,,0,18,18,0.002157044,0.997842956,0
ter5,1,4,1,8,,0.020530368,0.036923077,0.004694836,0.052325581,0.106221548,0.080586081,0.074204947,0.4,0.242424242,0.114942529,0.342857143,0.347826087,,0,13,13,0.171380026,0.828619974,0
ter2,1,3,0,8,,0.068434559,0.021538462,0.006259781,0.034883721,0.124430956,0.076923077,0.109540636,0.6,0.363636364,0.252873563,0.857142857,0.236024845,,0,16,16,0.016341847,0.983658153,0
ter1,1,1,1,4,,0.045480468,0.025128205,0.006259781,0.029069767,0.116843703,0.084249084,0.056537102,0,0.151515152,0.195402299,0.342857143,0.173913043,,0,14,14,0.075330704,0.924669296,0
ter5,1,7,0,9,,0.060022812,0.020512821,0.012519562,0.040697674,0.213960546,0.230769231,0.25795053,0.6,0.090909091,0.091954023,0.514285714,0.248447205,,0,18,18,0.002153985,0.997846015,0
ter2,1,4,0,9,,0.04063302,0.051282051,0.010954617,0.023255814,0.220030349,0.113553114,0.144876325,0.6,0.121212121,0.126436782,0.428571429,0.534161491,,1,6,6,0.920875415,0.920875415,1
ter2,1,4,0,8,,0.057456516,0.020512821,0.010954617,0.023255814,0.17754173,0.139194139,0.077738516,0.8,0.121212121,0.252873563,0.257142857,0.273291925,,0,11,11,0.489381216,0.510618784,0
ter4,1,6,0,9,,0.091958939,0.007179487,0.015649452,0.081395349,0.391502276,0.241758242,0.22614841,0,0.090909091,0.011494253,0.628571429,0.068322981,,0,11,11,0.495416055,0.504583945,0
ter4,1,5,0,7,,0.077416595,0.017435897,0.014084507,0.052325581,0.274658574,0.146520147,0.113074205,0.4,0.121212121,0.068965517,0.257142857,0.173913043,,0,14,14,0.064258468,0.935741532,0
ter3,1,1,1,8,,0.04205874,0.068717949,0.00312989,0.011627907,0.338391502,0.230769231,0.16254417,0.8,0.272727273,0.034482759,0.171428571,0.540372671,,0,19,19,0.000257981,0.999742019,0
ter5,1,2,1,3,,0.217137154,0.033333333,0.028169014,0.122093023,0.301972686,0.142857143,0.113074205,0.8,0.181818182,0.103448276,0.742857143,0.316770186,,0,20,20,0.000112624,0.999887376,0
ter3,1,4,0,6,,0.29384089,0.015897436,0.053208138,0.122093023,0.248861912,0.238095238,0.173144876,0.6,0.151515152,0.034482759,0.285714286,0.124223602,,0,14,14,0.093168766,0.906831234,0
ter1,1,4,1,3,,0.225263758,0.097948718,0.034428795,0.162790698,0.180576631,0.084249084,0.091872792,0.6,0.181818182,0.24137931,0.371428571,0.434782609,,0,15,15,0.044590515,0.955409485,0
ter5,0,4,0,4,,0.047619048,0.027179487,0.007824726,0.052325581,0.157814871,0.091575092,0.056537102,0.4,0.181818182,0.379310345,0.428571429,0.273291925,,0,20,20,4.64789E-05,0.999953521,0
ter4,1,4,1,1,,-0.011976048,0.017435897,0,0,0.194233687,0.161172161,0.056537102,0,0.636363636,0.356321839,0.342857143,0.149068323,,0,16,16,0.014323316,0.985676684,0
ter3,1,4,0,8,,0.154548047,0.016410256,0.034428795,0.098837209,0.160849772,0.098901099,0.074204947,0.4,0.181818182,0.206896552,0.2,0.149068323,,0,14,14,0.103244301,0.896755699,0
ter5,0,4,1,0,,0.359709153,0.026153846,0.054773083,0.127906977,0.171471927,0.175824176,0.180212014,0.6,0.090909091,0.034482759,0.085714286,0.198757764,,0,20,20,1.56537E-05,0.999984346,0
ter5,1,2,1,7,,0.082264043,0.01025641,0.021909233,0.063953488,0.106221548,0.084249084,0.116607774,0,0.060606061,0.126436782,0.485714286,0.068322981,,1,10,10,0.590632984,0.590632984,1
ter2,1,4,0,9,,0.086398631,0.100512821,0.034428795,0.087209302,0.248861912,0.249084249,0.275618375,0.6,0.272727273,0.034482759,0.228571429,0.559006211,,1,7,7,0.904948096,0.904948096,1
ter1,1,7,0,5,,0.092956943,0.03025641,0.006259781,0.01744186,0.100151745,0.128205128,0.074204947,0,0.212121212,0.310344828,0.257142857,0.329192547,,1,11,11,0.535152944,0.535152944,1
ter1,0,3,1,3,,0.181066439,0.093333333,0.034428795,0.11627907,0.197268589,0.153846154,0.183745583,0.6,0.545454545,0.091954023,0.657142857,0.552795031,,0,20,20,3.10354E-05,0.999968965,0
ter2,1,2,0,9,,0.227402338,0.016410256,0.081377152,0.209302326,0.135053111,0.142857143,0.113074205,0.4,0.151515152,0.126436782,0.428571429,0.223602484,,0,13,13,0.142373985,0.857626015,0
ter2,1,4,1,2,,0.238522954,0.011794872,0.06885759,0.162790698,0.3323217,0.293040293,0.318021201,0.8,0.181818182,0,0.257142857,0.031055901,,0,13,13,0.11957658,0.88042342,0
ter5,1,3,1,8,,0.544339892,0.043076923,0.164319249,0.546511628,0.261001517,0.304029304,0.261484099,0.4,0.03030303,0,0.285714286,0.285714286,,0,12,12,0.29707508,0.70292492,0
ter2,1,4,1,8,,0.183062447,0.044102564,0.025039124,0.127906977,0.116843703,0.102564103,0.123674912,0.4,0.363636364,0.229885057,0.4,0.385093168,,1,7,7,0.875825167,0.875825167,1
ter1,0,4,0,3,,0.160250927,0.026153846,0.020344288,0.081395349,0.179059181,0.128205128,0.088339223,0.6,0.151515152,0.448275862,0.542857143,0.192546584,,0,20,20,5.4126E-05,0.999945874,0
ter3,1,7,0,8,,0.035215284,0.024102564,0.004694836,0.023255814,0.127465857,0.098901099,0.060070671,0.2,0.090909091,0.310344828,0.314285714,0.279503106,,0,14,14,0.054427111,0.945572889,0
ter2,1,2,0,9,,0.069575135,0.015897436,0.017214397,0.081395349,0.194233687,0.168498168,0.197879859,0.4,0.181818182,0,0.085714286,0.080745342,,0,13,13,0.201568176,0.798431824,0
ter1,1,6,1,8,,0.099087539,0.095384615,0.028169014,0.087209302,0.168437026,0.10989011,0.137809187,1,0.060606061,0.091954023,0.342857143,0.614906832,,0,16,16,0.01044878,0.98955122,0
ter4,1,4,1,8,,0.123182207,0.03025641,0.015649452,0.052325581,0.125948407,0.080586081,0.09540636,0.4,0.121212121,0.16091954,0.314285714,0.298136646,,0,11,11,0.440051233,0.559948767,0
ter4,1,4,1,7,,0.054319932,0.035897436,0.017214397,0.063953488,0.350531108,0.293040293,0.261484099,0.4,0.393939394,0.011494253,0.514285714,0.298136646,,0,13,13,0.157658252,0.842341748,0
ter1,1,1,1,8,,0.090390647,0.064102564,0.015649452,0.058139535,0.24430956,0.186813187,0.215547703,0,0.060606061,0.034482759,0.228571429,0.465838509,,1,4,4,0.960825033,0.960825033,1
ter4,0,4,1,4,,0.110635871,0.056923077,0.012519562,0.01744186,0.204855842,0.175824176,0.06360424,0.2,0.121212121,0.287356322,0.257142857,0.540372671,,0,17,17,0.003604126,0.996395874,0
ter2,1,4,1,7,,0.127031651,0.091282051,0.020344288,0.110465116,0.08801214,0.135531136,0.166077739,0.2,0.272727273,0.218390805,0.514285714,0.645962733,,1,2,2,0.993563154,0.993563154,1
ter3,1,5,0,3,,0.064299971,0.016923077,0.020344288,0.063953488,0.230652504,0.146520147,0.102473498,0.4,0.181818182,0.103448276,0.514285714,0.124223602,,0,19,19,0.000590033,0.999409967,0
ter1,1,1,1,8,,0.065583119,0.014871795,0.012519562,0.052325581,0.145675266,0.120879121,0.106007067,0.6,0.090909091,0.195402299,0.971428571,0.155279503,,0,17,17,0.002563242,0.997436758,0
ter1,1,4,0,8,,0.0249501,0.015384615,0.00312989,0.011627907,0.097116844,0.135531136,0.166077739,0.8,0.090909091,0.206896552,0.514285714,0.062111801,,0,13,13,0.117811328,0.882188672,0
ter2,1,5,1,4,,0.181636727,0.023589744,0.03286385,0.063953488,0.396054628,0.358974359,0.381625442,0.6,0.181818182,0.011494253,0.2,0.428571429,,1,11,11,0.527620467,0.527620467,1
ter3,1,6,1,8,,0.164100371,0.022051282,0.039123631,0.104651163,0.138088012,0.113553114,0.127208481,0.4,0.121212121,0.057471264,0.485714286,0.111801242,,0,16,16,0.016378966,0.983621034,0
ter1,1,4,1,8,,0.02352438,0.005128205,0.001564945,0.034883721,0.13353566,0.047619048,0.035335689,0.4,0.121212121,0.344827586,0.914285714,0.049689441,,0,15,15,0.046950806,0.953049194,0
ter1,1,3,0,8,,0.088537211,0.064102564,0.012519562,0.040697674,0.180576631,0.10989011,0.120141343,0.4,0.151515152,0.057471264,0.285714286,0.602484472,,1,10,10,0.565483498,0.565483498,1
ter1,0,4,1,8,,0.028799544,0.012307692,0.001564945,0.011627907,0.194233687,0.179487179,0.183745583,0.4,0.151515152,0.091954023,0.4,0.173913043,,0,16,16,0.020595104,0.979404896,0
ter5,1,2,0,8,,0.324636441,0.021538462,0.056338028,0.168604651,0.236722307,0.106227106,0.113074205,1,0.060606061,0.137931034,0.428571429,0.335403727,,0,20,20,9.31404E-05,0.99990686,0
ter5,1,4,1,2,,0.116196179,0.024102564,0.018779343,0.081395349,0.115326252,0.095238095,0.09540636,0.8,0.121212121,0.218390805,0.285714286,0.260869565,,0,19,19,0.000639215,0.999360785,0
ter1,1,2,1,8,,0.087111491,0.022051282,0.00312989,0.046511628,0.162367223,0.113553114,0.144876325,0.6,0.060606061,0.103448276,0.285714286,0.236024845,,0,14,14,0.080310677,0.919689323,0
ter5,1,4,0,8,,0.162104363,0.013846154,0.029733959,0.093023256,0.20030349,0.124542125,0.120141343,0.6,0.121212121,0.045977011,0.4,0.142857143,,0,14,14,0.087290586,0.912709414,0
ter2,1,4,1,9,,0.046906188,0.021025641,0.015649452,0.063953488,0.118361153,0.10989011,0.113074205,0,0.121212121,0.114942529,0.257142857,0.335403727,,1,1,1,0.996966278,0.996966278,1
